text,intent
i have a dark streak on my nail that extends to the skin around it.,acral_lentiginous_melanoma
my nail has a pigmented band that is getting wider at the base.,acral_lentiginous_melanoma
i see a dark stripe that has hutchinson's sign.,acral_lentiginous_melanoma
what does acral lentiginous melanoma look like?,acral_lentiginous_melanoma
i have a new black spot under my nail that is not trauma.,acral_lentiginous_melanoma
"my toenail has a dark, irregularly colored longitudinal band.",acral_lentiginous_melanoma
the black line on my nail is bleeding slightly.,acral_lentiginous_melanoma
i have a growing pigmented streak on my finger nail.,acral_lentiginous_melanoma
the dark color is spreading to the tissue surrounding the nail.,acral_lentiginous_melanoma
"i have a large, dark brown lesion under my nail.",acral_lentiginous_melanoma
the color of the dark nail stripe is uneven.,acral_lentiginous_melanoma
i see a black line on my nail that has fuzzy borders.,acral_lentiginous_melanoma
"there is a new, wide, dark stripe on my nail.",acral_lentiginous_melanoma
my nail has a dark band that affects the cuticle.,acral_lentiginous_melanoma
i have a new dark spot under my nail that is changing shape.,acral_lentiginous_melanoma
the pigmentation is extending into the proximal nail fold.,acral_lentiginous_melanoma
i see a brown stripe that is getting wider over time.,acral_lentiginous_melanoma
my toenail is splitting and has a dark streak.,acral_lentiginous_melanoma
i have a black/brown discoloration on my nail bed.,acral_lentiginous_melanoma
the dark stripe is wider than 6mm.,acral_lentiginous_melanoma
i have a malignant melanoma under my fingernail.,acral_lentiginous_melanoma
the dark streak has uneven color and is on my thumb.,acral_lentiginous_melanoma
my nail has a pigmented band that is irregularly shaped.,acral_lentiginous_melanoma
i see a dark line that is blurring the edges of the nail bed.,acral_lentiginous_melanoma
the black area on my nail is not from a hematoma.,acral_lentiginous_melanoma
"i have a new, dark, vertical line on my big toe nail.",acral_lentiginous_melanoma
the pigmentation extends beyond the nail plate.,acral_lentiginous_melanoma
my nail has a dark stripe that is not symmetrical.,acral_lentiginous_melanoma
i see a new black line that is rapidly changing.,acral_lentiginous_melanoma
the dark patch under my nail is getting bigger.,acral_lentiginous_melanoma
i have a subungual melanoma symptom.,acral_lentiginous_melanoma
my nail is cracking due to a black stripe.,acral_lentiginous_melanoma
i have a brown or black stripe under my nail.,acral_lentiginous_melanoma
the dark band is different shades of brown and black.,acral_lentiginous_melanoma
"i see a new, dark lesion on my nail.",acral_lentiginous_melanoma
the dark color is migrating onto the skin.,acral_lentiginous_melanoma
my nail has a black lesion that has distorted the nail plate.,acral_lentiginous_melanoma
i have a vertical dark line that is wider than 3mm.,acral_lentiginous_melanoma
the pigmentation is spreading to the sides of the nail.,acral_lentiginous_melanoma
my nail has a dark stripe that is not symmetrical.,acral_lentiginous_melanoma
i see a dark spot on my finger that is not a bruise.,acral_lentiginous_melanoma
the dark band has irregular pigmentation.,acral_lentiginous_melanoma
i have a new black area under my toe nail.,acral_lentiginous_melanoma
the dark stripe is widest at the cuticle.,acral_lentiginous_melanoma
my nail is splitting because of a dark streak.,acral_lentiginous_melanoma
i have a brown line that goes onto my skin.,acral_lentiginous_melanoma
"the color of the lesion is variable, from tan to black.",acral_lentiginous_melanoma
"i see a wide, dark, longitudinal melanonychia.",acral_lentiginous_melanoma
my nail has a new dark area that is getting darker.,acral_lentiginous_melanoma
the dark stripe is wider at the proximal nail fold.,acral_lentiginous_melanoma
i have a black streak that is distorting my nail.,acral_lentiginous_melanoma
the skin around my nail is pigmented due to a dark stripe.,acral_lentiginous_melanoma
i see a pigmented lesion under my nail.,acral_lentiginous_melanoma
my nail has a new dark line that is changing fast.,acral_lentiginous_melanoma
i have a dark stripe that goes into the cuticle.,acral_lentiginous_melanoma
the black line is jagged or notched.,acral_lentiginous_melanoma
"my nail has a new, dark, thick vertical band.",acral_lentiginous_melanoma
the dark color is spreading to the lateral nail fold.,acral_lentiginous_melanoma
i have a new black mark on my toe nail.,acral_lentiginous_melanoma
the dark band is very wide and nonuniform.,acral_lentiginous_melanoma
i see a dark lesion that is destroying my nail plate.,acral_lentiginous_melanoma
my nail has a dark stripe that is getting bigger quickly.,acral_lentiginous_melanoma
i have a subungual dark mass.,acral_lentiginous_melanoma
the pigmented band is wider than the other nail.,acral_lentiginous_melanoma
my nail has a new dark area that is elevated.,acral_lentiginous_melanoma
the dark line extends to the hyponychium.,acral_lentiginous_melanoma
i see a dark brown or black spot on my nail bed.,acral_lentiginous_melanoma
my nail has a dark stripe that is not symmetrical.,acral_lentiginous_melanoma
"i have a new, wide, dark streak on my finger.",acral_lentiginous_melanoma
the dark band has irregular color and borders.,acral_lentiginous_melanoma
my nail has a dark stripe with an irregular border.,acral_lentiginous_melanoma
i see a black line that stops and starts.,acral_lentiginous_melanoma
the dark stripe is dark and has changed recently.,acral_lentiginous_melanoma
my nail has a black spot that is growing.,acral_lentiginous_melanoma
the pigmentation is spreading to the finger skin.,acral_lentiginous_melanoma
"i have a dark, longitudinal stripe that is very wide.",acral_lentiginous_melanoma
the black area is not moving as the nail grows.,acral_lentiginous_melanoma
my nail has a dark streak on the side.,acral_lentiginous_melanoma
i see a brown or black line on my toe nail.,acral_lentiginous_melanoma
the dark spot is irregular and raised.,acral_lentiginous_melanoma
my nail is splitting due to the dark discoloration.,acral_lentiginous_melanoma
i have a pigmented band with hutchinson sign.,acral_lentiginous_melanoma
the dark streak has inconsistent color.,acral_lentiginous_melanoma
my nail is thick and has a dark band.,acral_lentiginous_melanoma
"i have a new, dark, vertical mark on my nail.",acral_lentiginous_melanoma
the dark line is getting wider at the base of the nail.,acral_lentiginous_melanoma
,
my toenail is very thick and looks like a ram's horn.,onychogryphosis
"it's a hugely overgrown, curved claw nail.",onychogryphosis
"my toenail is extremely thick, curved, and looks like a ram's horn.",onychogryphosis
"it's a hugely overgrown, curved claw nail.",onychogryphosis
the nail is hard and curved like a claw.,onychogryphosis
"i have a very thick, long, and twisted toe nail.",onychogryphosis
my toe nail is massively thickened and opaque.,onychogryphosis
overgrown nail,onychogryphosis
clawlike nail,onychogryphosis
what does a ram's horn nail look like?,onychogryphosis
i have this severely thickened and distorted nail.,onychogryphosis
the nail is overgrown and looks like an animal's claw.,onychogryphosis
"my toe nail is thick, yellow-brown, and curves sharply.",onychogryphosis
i have a severely hyperkeratotic nail.,onychogryphosis
the nail is not cuttable because it's so thick and curved.,onychogryphosis
"i have a club-shaped, overgrown toe nail.",onychogryphosis
"my nail is discolored, thick, and looks like a horn.",onychogryphosis
"i see a grotesque, thickened nail on my toe.",onychogryphosis
the nail is very thick and curves downward sharply.,onychogryphosis
my toe nail has onychogryphosis.,onychogryphosis
i have a very distorted and thick toe nail.,onychogryphosis
"the nail is overgrown, thick, and has ridges.",onychogryphosis
"my toenail is thick, brown, and very curved.",onychogryphosis
i have a hypertrophied nail.,onychogryphosis
the nail is too thick to trim.,onychogryphosis
"i see a massive, overgrown toenail.",onychogryphosis
my toe nail looks like a parrot beak.,onychogryphosis
the nail is twisted and extremely thick.,onychogryphosis
"i have a very long, curved, thick nail.",onychogryphosis
the nail is opaque and has an irregular surface.,onychogryphosis
my nail is thick and has grown into a curve.,onychogryphosis
i see a claw-like nail on my foot.,onychogryphosis
the nail is thick and has a yellowish-brown color.,onychogryphosis
i have a severe deformity of the nail plate.,onychogryphosis
my toenail is curving sideways and is very thick.,onychogryphosis
the nail looks like a horn or talon.,onychogryphosis
"i have a severely thickened, dystrophic nail.",onychogryphosis
my nail is grossly deformed and curved.,onychogryphosis
the toe nail is extremely hard and thick.,onychogryphosis
"i have a thickened, curved toe nail on my big toe.",onychogryphosis
the nail is overgrown and looks like a ram's horn.,onychogryphosis
i have a very tough and thick nail plate.,onychogryphosis
the toe nail is curved and looks brown.,onychogryphosis
my nail is thick and elevated significantly.,onychogryphosis
i have a claw toe nail.,onychogryphosis
the nail is severely thickened and distorted.,onychogryphosis
my toenail is growing out really long and thick.,onychogryphosis
"i see an opaque, thick, curved nail.",onychogryphosis
"the nail is rough, thick, and brown.",onychogryphosis
i have a nail that is excessively curved.,onychogryphosis
the nail is thick and has irregular growth patterns.,onychogryphosis
my toe nail is growing in a twisted curve.,onychogryphosis
"i have very thick, curved nails on my toes.",onychogryphosis
"the nail is overgrown, thick, and separated.",onychogryphosis
"my nail is discolored, thick, and very long.",onychogryphosis
"i see a thickened, ram's horn-shaped nail.",onychogryphosis
my nail is thick and has horizontal ridges.,onychogryphosis
the toe nail is huge and overgrown.,onychogryphosis
i have a nail deformity due to thickness and curvature.,onychogryphosis
the nail is extremely hard and curves into the skin.,onychogryphosis
my nail is thick and looks like an eagle's claw.,onychogryphosis
"i have a very abnormal, curved toe nail.",onychogryphosis
the nail is thick and has a grayish-yellow color.,onychogryphosis
my toenail is massively thickened.,onychogryphosis
i have a severely overgrown nail.,onychogryphosis
the nail is thick and has an irregular curvature.,onychogryphosis
"my nail is thick, curved, and hard to manage.",onychogryphosis
i see a nail that is hypertrophied and curved.,onychogryphosis
the nail plate is thick and curved into a spiral.,onychogryphosis
my toenail is severely deformed and thick.,onychogryphosis
i have a nail that resembles a horn.,onychogryphosis
the nail is thick and has grown into a curve.,onychogryphosis
my nail is very thick and has a strange shape.,onychogryphosis
"i have a massive, thick, and curved nail.",onychogryphosis
the nail is overgrown and curves sharply downwards.,onychogryphosis
my toe is thick and looks like a ram's horn.,onychogryphosis
"i have a deformed, thick, and curved nail.",onychogryphosis
the nail is thick and has a brown discoloration.,onychogryphosis
my fingernail is thick and curves like a claw.,onychogryphosis
"i have a severely thick, yellow, and curved nail.",onychogryphosis
the nail is opaque and has an odd curvature.,onychogryphosis
my toe nail is thick and curves like a corkscrew.,onychogryphosis
i have very thick and overgrown nails.,onychogryphosis
"the nail is rigid, thick, and deformed.",onychogryphosis
"my nail is thick, curved, and very hard.",onychogryphosis
i see a horn-shaped nail deformity.,onychogryphosis
"the nail is thick, curved, and has deep ridges.",onychogryphosis
i have a massive thickening of my toe nail.,onychogryphosis
"the nail looks like a giant, curved horn.",onychogryphosis
"my nail is thick, discolored, and severely curved.",onychogryphosis
i have an overgrown and thickened nail.,onychogryphosis
,
my nail is mostly white with just a dark band at the top.,white_nail
the entire nail is white and opaque.,white_nail
my nail is mostly white with just a dark band at the top.,white_nail
the entire nail is white and opaque.,white_nail
my nail is white with a narrow pink band at the end.,white_nail
white,white_nail
i have white discoloration covering the whole nail plate.,white_nail
my nails are totally white except for the very tips.,white_nail
i see a horizontal white stripe on my nail.,white_nail
my nail looks cloudy and completely white.,white_nail
what does leukonychia totalis look like?,white_nail
i have white spots scattered across my fingernails.,white_nail
my nails are white and appear opaque.,white_nail
the nail plate is white and milky looking.,white_nail
"i have white nails with a clear, dark band at the tip.",white_nail
my nails have white bands running across them.,white_nail
i see a white line near the cuticle.,white_nail
my fingernails are turning white.,white_nail
i have white bands that run parallel to the lunula.,white_nail
the whole nail has turned a uniform white color.,white_nail
my nails look like terry's nails.,white_nail
i have white discoloration on my toenails.,white_nail
i see partial white spots on my nail.,white_nail
my nail is white and has a brown band at the end.,white_nail
the nail is opaque and totally white.,white_nail
i have white bands on my nails called mees' lines.,white_nail
"my nails are white, thick, and lifting slightly.",white_nail
the nail is white except for the distal edge.,white_nail
"i have small, white, non-moving spots on my nail.",white_nail
my nails are white and have a ground-glass appearance.,white_nail
my nail has turned white completely.,white_nail
i see total leukonychia on my thumb.,white_nail
my nail has a white discoloration at the tip only.,white_nail
the nail is mostly white with just a pink tip.,white_nail
i have white transverse lines on my nail.,white_nail
my nails are white and opaque and have an arc shape.,white_nail
the nail is white with a faint dark red band.,white_nail
i see diffuse white coloring on my fingernails.,white_nail
my nails are white with a single pink stripe at the end.,white_nail
what does total whitening of the nail mean?,white_nail
i have white spots that disappear when i press the nail.,white_nail
my nail has white patches.,white_nail
the nail is milky white near the cuticle.,white_nail
i have leukonychia punctata.,white_nail
my entire nail plate is white.,white_nail
i have transverse white lines on my nails.,white_nail
the nail looks white and slightly elevated.,white_nail
my nails are white with a dark distal band.,white_nail
i see a white crescent at the nail bed.,white_nail
the nail is white and soft.,white_nail
my nails look pale and mostly white.,white_nail
i have total whitening of my fingernail.,white_nail
white line,white_nail
the nail is white with a very narrow pink edge.,white_nail
i see white horizontal lines on my thumb.,white_nail
my nails are opaque white.,white_nail
i have white marks on my nails.,white_nail
the nail is white and has a slight curve.,white_nail
my nails are white and have clear distal border.,white_nail
i have a white discoloration on my index finger.,white_nail
my nail is mostly white but healthy.,white_nail
i see white spots that come and go.,white_nail
the nail is uniformly white.,white_nail
my nails are white and brittle.,white_nail
i have white half moons on my nails.,white_nail
the nail plate has a white appearance.,white_nail
my nails are white with a thin pink edge.,white_nail
i see total whiteness on my toe nail.,white_nail
"the nail is thick, white, and opaque.",white_nail
i have white spots or white lines on my nails.,white_nail
my nail is white and separates at the top.,white_nail
the nail is mostly white.,white_nail
i have leukonychia striata.,white_nail
my nails are white and have little growth.,white_nail
i see a white arc near the matrix.,white_nail
the nail is white with a clear demarcation line.,white_nail
my nails are white but not due to fungus.,white_nail
i have white nails with a clear boundary.,white_nail
the nail is totally white and thick.,white_nail
i see small white dots on my nails.,white_nail
my nail is white and has a distal brown band.,white_nail
i have white nails due to a systemic issue.,white_nail
the nail is mostly white with a distal pink stripe.,white_nail
my nails are white and soft.,white_nail
i have a white discoloration of the entire nail.,white_nail
the nail is white and has a dark distal border.,white_nail
i see white spots and ridges on my nails.,white_nail
"my nail is completely white, what is it?",white_nail
the nail is white with a thin reddish band.,white_nail
,
i have a deep groove that runs horizontally across my nail.,beau_s_line
there is a straight line depression on my thumbnail.,beau_s_line
horizontal lines,beau_s_line
i have a deep groove that runs horizontally across my nail.,beau_s_line
there is a straight line depression on my thumbnail.,beau_s_line
i see a horizontal ridge going across my fingernail.,beau_s_line
my nail has a deep transverse groove.,beau_s_line
what are these lines that go straight across my nails?,beau_s_line
i have a visible depression running sideways on my nail.,beau_s_line
there is a line that marks a temporary stop in growth.,beau_s_line
my nail has a transverse depression.,beau_s_line
i see a horizontal line on my big toe nail.,beau_s_line
my fingernail has a deep indented line.,beau_s_line
what is it when there's a horizontal groove on the nail?,beau_s_line
i have a deep line across my nail plate.,beau_s_line
my nail has a line that moves as it grows.,beau_s_line
i see a transverse furrow on my nail.,beau_s_line
my thumb has a deep indentation across the middle.,beau_s_line
the nail has a pronounced horizontal valley.,beau_s_line
i have a ridge that looks like a groove across my nail.,beau_s_line
my nail shows a horizontal line from a past illness.,beau_s_line
there is a groove running side to side on my nail.,beau_s_line
i have a deep concave line on my nail.,beau_s_line
my fingernails have transverse lines.,beau_s_line
i see a straight line that looks like a dent across the nail.,beau_s_line
what is a beau's line caused by?,beau_s_line
my nail has a single deep horizontal groove.,beau_s_line
i have a transverse line that grew in a while ago.,beau_s_line
the nail plate is depressed horizontally.,beau_s_line
i have a furrow across my nail.,beau_s_line
my toe nail has a deep transverse depression.,beau_s_line
i see a horizontal groove on my nail after being sick.,beau_s_line
"my nail has a straight, deep ridge.",beau_s_line
what are those lines on my nails after a fever?,beau_s_line
i have a deep dent running across my nail.,beau_s_line
the line across my nail looks like a growth disturbance.,beau_s_line
i see a pronounced horizontal line on my finger.,beau_s_line
my nail has a groove that goes from side to side.,beau_s_line
i have a single transverse ridge on my thumbnail.,beau_s_line
the line is moving up the nail as it grows.,beau_s_line
my nails have deep horizontal lines.,beau_s_line
i see a transverse line of arrested growth.,beau_s_line
what is a horizontal depression on the nail plate?,beau_s_line
my nail has a curved groove across it.,beau_s_line
i have a horizontal crease in my fingernail.,beau_s_line
the line is deep and runs parallel to the cuticle.,beau_s_line
i see one very deep horizontal line on my nail.,beau_s_line
my nail has a line that represents a past illness.,beau_s_line
i have a deep line that runs across the entire nail.,beau_s_line
the horizontal line on my nail is very noticeable.,beau_s_line
my fingers have nails with transverse furrows.,beau_s_line
i see a transverse band of thinning on my nail.,beau_s_line
what is the horizontal groove on my nail called?,beau_s_line
my nail has a deep dent across it.,beau_s_line
i have a line that marks a brief trauma to the nail.,beau_s_line
the nail plate has a horizontal depression.,beau_s_line
i see a straight line across my finger nail.,beau_s_line
my nails have multiple transverse grooves.,beau_s_line
i have a deep depression on my nail.,beau_s_line
the line runs from one side of the nail to the other.,beau_s_line
my nail has a line that is moving slowly to the tip.,beau_s_line
"i see a prominent, deep horizontal line.",beau_s_line
my thumbnail has a deep valley across it.,beau_s_line
what's the name for a transverse line on the nail?,beau_s_line
i have a straight indented line on my nail.,beau_s_line
the nail has a deep horizontal indentation.,beau_s_line
i see a transverse groove from a past event.,beau_s_line
my nail has a deep line from the cuticle area.,beau_s_line
i have a distinct horizontal line on my nail.,beau_s_line
the line is deep and runs across the nail width.,beau_s_line
my fingernails have transverse ridges.,beau_s_line
i see a transverse groove that is deep.,beau_s_line
the nail is curved inward along a single line.,beau_s_line
my nail has a visible sign of growth arrest.,beau_s_line
"i have one deep, straight line on my nail.",beau_s_line
the horizontal dent on my nail is very deep.,beau_s_line
my toe nail has a line that moves up.,beau_s_line
i see a line marking a period of poor health.,beau_s_line
my nail has a deep valley across the plate.,beau_s_line
i have a single transverse band on my nail.,beau_s_line
the line on my nail is straight and deep.,beau_s_line
"my nails have a straight, horizontal dent.",beau_s_line
i see a horizontal groove that is deep and straight.,beau_s_line
my nail is indented horizontally.,beau_s_line
i have a line that appeared after i was sick.,beau_s_line
"the nail surface has a deep, straight line.",beau_s_line
i see a clear horizontal groove.,beau_s_line
my fingernails have beau's lines.,beau_s_line
the line is very prominent and transverse.,beau_s_line
,
my nails are spoon-shaped and concave.,koilonychia
i can hold a drop of water on my depressed nail plate.,koilonychia
spoon nails,koilonychia
my nails are spoon-shaped and concave.,koilonychia
i can hold a drop of water on my depressed nail plate.,koilonychia
my nail plate curves inward and is depressed.,koilonychia
my nails are shaped like a spoon.,koilonychia
i have a concave nail that can hold a liquid.,koilonychia
the center of my nail is scooped out.,koilonychia
i have spoon nails on my fingers.,koilonychia
my nail is soft and dips inward.,koilonychia
what does koilonychia look like?,koilonychia
the nail has a depression in the middle.,koilonychia
i have very thin nails that are shaped like spoons.,koilonychia
my fingernails have raised edges and a sunken center.,koilonychia
the nail is curved up at the edges.,koilonychia
i see a depression in my nail plate.,koilonychia
my nails look like little spoons.,koilonychia
the nail is concave and can collect water.,koilonychia
i have soft nails that are spooning.,koilonychia
my nails are brittle and spoon-shaped.,koilonychia
what causes spoon-shaped nails?,koilonychia
the nail plate is visibly depressed.,koilonychia
"i have depressed, thin nails.",koilonychia
my nails are shaped like a dish.,koilonychia
the center of the nail is sunken.,koilonychia
i have raised side edges and a central dip.,koilonychia
my thumbnail is concave.,koilonychia
the nail is soft and bends easily.,koilonychia
i have a hollow nail plate.,koilonychia
my nails are curved inward at the top.,koilonychia
i see a spoon-like deformity on my toe nail.,koilonychia
the nail has a negative curvature.,koilonychia
my fingers have nails with koilonychia.,koilonychia
i have thin nails that are very concave.,koilonychia
the nail looks like it's been scooped out.,koilonychia
my nail edges are raised and the middle is low.,koilonychia
i have a concave nail.,koilonychia
the nail plate is soft and has a cupped shape.,koilonychia
my nails are weak and concave.,koilonychia
i see a pronounced spoon shape on my nail.,koilonychia
my toenails are spoon-shaped.,koilonychia
i have a spoon nail deformity.,koilonychia
the nail is indented in the center.,koilonychia
my nails are thin and have a hollow shape.,koilonychia
i have spooning in my fingernails.,koilonychia
the nail looks soft and dips down.,koilonychia
my nail is concave and easily broken.,koilonychia
"i have very brittle, spoon-like nails.",koilonychia
the nail is curved up at the distal edge.,koilonychia
my nail is depressed and spoon-shaped.,koilonychia
i see a basin-like depression on my nail.,koilonychia
my fingernails are thin and scoop inward.,koilonychia
the center of the nail plate is depressed.,koilonychia
i have a soft nail with a sunken middle.,koilonychia
my nails are curved inward at the tips.,koilonychia
i have a concave nail plate.,koilonychia
the nail edges look higher than the center.,koilonychia
my nail has an upward curve at the sides.,koilonychia
i have a depressed nail plate that is very thin.,koilonychia
the nail looks like a small bowl.,koilonychia
my nails are very thin and spooning.,koilonychia
i see a central depression on my nail.,koilonychia
the nail is concave and brittle.,koilonychia
my nails are spoon-shaped due to weakness.,koilonychia
"i have thin, depressed nails.",koilonychia
the nail looks like a depression in the center.,koilonychia
my fingernails are spoon shaped.,koilonychia
i have a concave deformity of the nail.,koilonychia
the nail is indented and looks weak.,koilonychia
my nails are brittle and curved inward.,koilonychia
i see a depression on the nail surface.,koilonychia
my nail has a depression and raised edges.,koilonychia
the nail is soft and has a concave shape.,koilonychia
"i have thin, spoon-shaped toenails.",koilonychia
the nail is concave and lifts water.,koilonychia
my nails are thin and easily bendable.,koilonychia
i have a spoon shape on my nail.,koilonychia
the nail is depressed in the center and thin.,koilonychia
my fingernail is scooped out.,koilonychia
i see a concave nail due to a deficiency.,koilonychia
the nail plate is very thin and depressed.,koilonychia
my nails are soft and look like tiny spoons.,koilonychia
"i have a very thin, concave nail.",koilonychia
the nail is dipping in the middle.,koilonychia
my nails are thin and the sides are raised.,koilonychia
i see a central dip on my nail.,koilonychia
