text,intent
"are the results checked for correctness?","faq_accuracy"
"how effective is the ai at detecting conditions?","faq_accuracy"
"do users get accurate scan results?","faq_accuracy"
"can you describe the model's reliability?","faq_accuracy"
"how sharp is the prediction accuracy?","faq_accuracy"
"is the confidence score meaningful?","faq_accuracy"
"on a scale from one to ten how accurate is this system","faq_accuracy"
"how often does the scan misjudge a nail condition","faq_accuracy"
"are there many false alarms in the detection results","faq_accuracy"
"how likely is the app to miss a serious problem","faq_accuracy"
"does the accuracy drop if the lighting is very poor","faq_accuracy"
"how reliable are the results when my nail is partially covered","faq_accuracy"
"does taking more than one photo make the result more accurate","faq_accuracy"
"how much testing was done to verify the scan quality","faq_accuracy"
"are the model predictions backed by real world evaluation","faq_accuracy"
"how well does the accuracy hold up across different users","faq_accuracy"
"is the system equally accurate for all supported conditions","faq_accuracy"
"does the model sometimes overestimate the risk level","faq_accuracy"
"how often are users told the wrong condition by mistake","faq_accuracy"
"does the scan accuracy change if the nail is very small in the picture","faq_accuracy"
"how close are the app results to a real medical assessment","faq_accuracy"
"was the classifier validated on many different nail types","faq_accuracy"
"does the system show any information about error rates","faq_accuracy"
"how stable are the predictions if i scan the same nail repeatedly","faq_accuracy"
"can the ai still be considered reliable when confidence is medium","faq_accuracy"
"how much should i trust the detection when conditions look subtle","faq_accuracy"
"how accurate is kucognition in real use","faq_accuracy"
"can i trust the scan result to be correct","faq_accuracy"
"how reliable are the predictions from this app","faq_accuracy"
"does the ai sometimes make wrong classifications","faq_accuracy"
"how was the model’s accuracy tested and validated","faq_accuracy"

"i am scared about my nails","emotion_support"
"im worried about the scan result","emotion_support"
"this makes me anxious","emotion_support"
"im afraid something is wrong","emotion_support"
"im nervous about the result","emotion_support"
"i feel stressed about my nails","emotion_support"
"im panicking about what i saw","emotion_support"
"this result worries me","emotion_support"
"im scared it might be serious","emotion_support"
"i feel uneasy about the scan","emotion_support"
"im really concerned","emotion_support"
"i feel something is wrong","emotion_support"
"im anxious about my health","emotion_support"
"im worried this is dangerous","emotion_support"
"i feel scared about melanoma","emotion_support"
"this is stressing me out","emotion_support"
"im terrified of the result","emotion_support"
"im worried about the condition","emotion_support"
"i feel overwhelmed","emotion_support"
"im nervous something is off","emotion_support"
"i feel uneasy","emotion_support"
"im panicking","emotion_support"
"i cant stop thinking about it","emotion_support"
"i feel sick from worrying","emotion_support"
"im scared to check again","emotion_support"
"my anxiety is high","emotion_support"
"im afraid to know more","emotion_support"
"im worried its something bad","emotion_support"
"i feel emotional over this","emotion_support"
"im scared of the diagnosis","emotion_support"
"i feel uncomfortable","emotion_support"
"im worried i have melanoma","emotion_support"
"im scared about the risk","emotion_support"
"i feel nervous","emotion_support"
"this is making me panic","emotion_support"
"im frightened","emotion_support"
"i feel lost","emotion_support"
"im scared of the prediction","emotion_support"
"im uneasy about the reading","emotion_support"
"i feel extremely anxious","emotion_support"
"im worried it’s incorrect","emotion_support"
"i feel uncertain","emotion_support"
"im scared to read the result","emotion_support"
"im stressed about my nail","emotion_support"
"i feel very nervous","emotion_support"
"im scared its getting worse","emotion_support"
"this result shocked me","emotion_support"
"im feeling hopeless","emotion_support"
"i feel scared about this outcome","emotion_support"
"im uncomfortable with the result","emotion_support"
"i’m worried about my nail result","emotion_support"
"i feel anxious about what the scan showed","emotion_support"
"i’m scared something is wrong with my health","emotion_support"
"i feel nervous about my nails’ appearance","emotion_support"
"i’m stressed about the scan findings","emotion_support"
"this result makes me uneasy","emotion_support"
"i’m scared this might be serious","emotion_support"
"i feel overwhelmed about my nail condition","emotion_support"
"i’m nervous the scan means something bad","emotion_support"
"i’m afraid of the result","emotion_support"
"this situation worries me a lot","emotion_support"
"i feel tense about what i saw","emotion_support"
"i’m not sure if i should be scared","emotion_support"
"i’m feeling uneasy about my nails","emotion_support"
"i’m stressed something might be wrong","emotion_support"
"i’m afraid this condition is serious","emotion_support"
"i’m feeling anxious right now","emotion_support"
"the scan result is making me panic","emotion_support"
"i’m worried something bad will happen","emotion_support"
"i’m concerned about the meaning of this","emotion_support"
"i feel afraid seeing this result","emotion_support"
"i’m unsure what to do and feel scared","emotion_support"
"i’m nervous about my health condition","emotion_support"
"i feel uncomfortable with the result","emotion_support"
"i’m scared and don’t know what it means","emotion_support"
"i’m worried the outcome is dangerous","emotion_support"
"i feel unsettled looking at my nails","emotion_support"
"i’m troubled by the scan result","emotion_support"
"i feel emotionally stressed about this","emotion_support"
"i’m anxious something is really wrong","emotion_support"
"i feel worried and confused","emotion_support"
"i’m panicking about the scan output","emotion_support"
"i feel scared about what happens next","emotion_support"
"i’m very concerned about my nail health","emotion_support"
"this whole situation stresses me out","emotion_support"
"i’m feeling fear after seeing the condition","emotion_support"
"this result is making me emotionally upset","emotion_support"
"i don’t know what to feel, i’m anxious","emotion_support"
"i’m afraid and unsure what to think","emotion_support"
"my anxiety is going up because of this","emotion_support"
"i feel like crying over this","emotion_support"
"i’m really scared and need someone to talk to","emotion_support"
"this whole nail issue is draining me emotionally","emotion_support"
"i feel so worried i cant relax","emotion_support"
"i’m afraid to look at my nail again","emotion_support"
"i feel like something terrible is happening","emotion_support"
"im so anxious i cant focus on anything else","emotion_support"
"this result is stuck in my mind and stressing me out","emotion_support"
"i feel hopeless about my nail getting better","emotion_support"
"im scared and i just want reassurance","emotion_support"
"i feel like my anxiety is out of control","emotion_support"
"i’m overwhelmed and don’t know who to turn to","emotion_support"
"this scan is making me overthink everything","emotion_support"
"i feel very scared about my future health","emotion_support"
"im emotionally exhausted from worrying about this","emotion_support"
"i feel like i cant handle this news","emotion_support"
"im terrified something serious is being missed","emotion_support"
"i feel so uneasy i cant sleep","emotion_support"
"my fear about this result is really heavy","emotion_support"
"i just need some comfort because i’m really scared","emotion_support"
"im really scared about what the app found","emotion_support"
"i feel very anxious after seeing my result","emotion_support"
"this result is making me panic a lot","emotion_support"
"im worried and i need some reassurance","emotion_support"
"i feel overwhelmed and scared about my nail","emotion_support"

